inst_file,N,T,max_useless_gens,overlap,selected_percentage,recomb_meth,n_elites,selection_pressure,time,obj_val
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.9,27.140645027160645,11046
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.9,129.2208058834076,4229
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.9,213.77634477615356,5670
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.9,181.82996106147766,18596
heur041_n_300_m_17492.txt,100,0,100,0.3,0.5,1.0,1,1.9,108.900887966156,6763
heur044_n_300_m_3234.txt,100,0,100,0.3,0.5,1.0,1,1.9,170.52867889404297,3393
heur048_n_300_m_14666.txt,100,0,100,0.3,0.5,1.0,1,1.9,244.56265902519226,29840
heur052_n_300_m_26628.txt,100,0,100,0.3,0.5,1.0,1,1.9,82.16582894325256,31683
heur053_n_300_m_39861.txt,100,0,100,0.3,0.5,1.0,1,1.9,34.513421058654785,11057
heur055_n_300_m_5164.txt,100,0,100,0.3,0.5,1.0,1,1.9,86.30237197875977,4759
heur058_n_300_m_4010.txt,100,0,100,0.3,0.5,1.0,1,1.9,285.6852080821991,5710
heur060_n_300_m_12405.txt,100,0,100,0.3,0.5,1.0,1,1.9,187.37175297737122,19151
heur041_n_300_m_17492.txt,100,0,100,0.4,0.5,1.0,1,1.9,58.094460010528564,6842
heur044_n_300_m_3234.txt,100,0,100,0.4,0.5,1.0,1,1.9,74.7693030834198,3866
heur048_n_300_m_14666.txt,100,0,100,0.4,0.5,1.0,1,1.9,149.66238498687744,30221
heur052_n_300_m_26628.txt,100,0,100,0.4,0.5,1.0,1,1.9,71.41045498847961,31667
heur053_n_300_m_39861.txt,100,0,100,0.4,0.5,1.0,1,1.9,30.853780031204224,11046
heur055_n_300_m_5164.txt,100,0,100,0.4,0.5,1.0,1,1.9,52.96041011810303,4756
heur058_n_300_m_4010.txt,100,0,100,0.4,0.5,1.0,1,1.9,235.75161600112915,5595
heur060_n_300_m_12405.txt,100,0,100,0.4,0.5,1.0,1,1.9,299.31459403038025,18695
heur041_n_300_m_17492.txt,100,0,100,0.5,0.5,1.0,1,1.9,70.67680382728577,7529
heur044_n_300_m_3234.txt,100,0,100,0.5,0.5,1.0,1,1.9,88.44568586349487,4057
heur048_n_300_m_14666.txt,100,0,100,0.5,0.5,1.0,1,1.9,152.23618483543396,30540
heur052_n_300_m_26628.txt,100,0,100,0.5,0.5,1.0,1,1.9,97.14574480056763,32128
heur053_n_300_m_39861.txt,100,0,100,0.5,0.5,1.0,1,1.9,18.174896955490112,11056
heur055_n_300_m_5164.txt,100,0,100,0.5,0.5,1.0,1,1.9,158.62714505195618,4486
heur058_n_300_m_4010.txt,100,0,100,0.5,0.5,1.0,1,1.9,122.03514909744263,6544
heur060_n_300_m_12405.txt,100,0,100,0.5,0.5,1.0,1,1.9,221.70195817947388,18972
heur041_n_300_m_17492.txt,100,0,100,0.6,0.5,1.0,1,1.9,78.8206958770752,7124
heur044_n_300_m_3234.txt,100,0,100,0.6,0.5,1.0,1,1.9,69.05324220657349,4209
heur048_n_300_m_14666.txt,100,0,100,0.6,0.5,1.0,1,1.9,164.3846230506897,30284
heur052_n_300_m_26628.txt,100,0,100,0.6,0.5,1.0,1,1.9,100.19538307189941,32409
heur053_n_300_m_39861.txt,100,0,100,0.6,0.5,1.0,1,1.9,28.9204158782959,11058
heur055_n_300_m_5164.txt,100,0,100,0.6,0.5,1.0,1,1.9,135.16027307510376,4688
heur058_n_300_m_4010.txt,100,0,100,0.6,0.5,1.0,1,1.9,212.60044717788696,5809
heur060_n_300_m_12405.txt,100,0,100,0.6,0.5,1.0,1,1.9,231.97358298301697,18824
heur041_n_300_m_17492.txt,100,0,100,0.7,0.5,1.0,1,1.9,102.13314604759216,7519
heur044_n_300_m_3234.txt,100,0,100,0.7,0.5,1.0,1,1.9,86.06098103523254,3627
heur048_n_300_m_14666.txt,100,0,100,0.7,0.5,1.0,1,1.9,227.09652996063232,30674
heur052_n_300_m_26628.txt,100,0,100,0.7,0.5,1.0,1,1.9,79.5183379650116,32452
heur053_n_300_m_39861.txt,100,0,100,0.7,0.5,1.0,1,1.9,28.492210149765015,11058
heur055_n_300_m_5164.txt,100,0,100,0.7,0.5,1.0,1,1.9,89.93840789794922,5226
heur058_n_300_m_4010.txt,100,0,100,0.7,0.5,1.0,1,1.9,211.32551908493042,5827
heur060_n_300_m_12405.txt,100,0,100,0.7,0.5,1.0,1,1.9,354.32516980171204,18932
heur041_n_300_m_17492.txt,100,0,100,0.8,0.5,1.0,1,1.9,95.16627311706543,7885
heur044_n_300_m_3234.txt,100,0,100,0.8,0.5,1.0,1,1.9,75.00625610351562,4247
heur048_n_300_m_14666.txt,100,0,100,0.8,0.5,1.0,1,1.9,137.01330184936523,31274
heur052_n_300_m_26628.txt,100,0,100,0.8,0.5,1.0,1,1.9,80.51535701751709,32422
heur053_n_300_m_39861.txt,100,0,100,0.8,0.5,1.0,1,1.9,36.34712100028992,11059
heur055_n_300_m_5164.txt,100,0,100,0.8,0.5,1.0,1,1.9,88.0725200176239,5243
heur058_n_300_m_4010.txt,100,0,100,0.8,0.5,1.0,1,1.9,148.3652310371399,6376
heur060_n_300_m_12405.txt,100,0,100,0.8,0.5,1.0,1,1.9,239.82204413414001,20001
heur041_n_300_m_17492.txt,100,0,100,0.2,0.1,1.0,1,1.9,111.60113787651062,7481
heur044_n_300_m_3234.txt,100,0,100,0.2,0.1,1.0,1,1.9,90.92837500572205,4114
heur048_n_300_m_14666.txt,100,0,100,0.2,0.1,1.0,1,1.9,208.44861793518066,33167
heur052_n_300_m_26628.txt,100,0,100,0.2,0.1,1.0,1,1.9,46.61543083190918,33747
heur053_n_300_m_39861.txt,100,0,100,0.2,0.1,1.0,1,1.9,11.682708978652954,12286
heur055_n_300_m_5164.txt,100,0,100,0.2,0.1,1.0,1,1.9,93.07122206687927,5312
heur058_n_300_m_4010.txt,100,0,100,0.2,0.1,1.0,1,1.9,125.09633803367615,6552
heur060_n_300_m_12405.txt,100,0,100,0.2,0.1,1.0,1,1.9,326.4715919494629,20722
heur041_n_300_m_17492.txt,100,0,100,0.2,0.2,1.0,1,1.9,108.01222586631775,7615
heur044_n_300_m_3234.txt,100,0,100,0.2,0.2,1.0,1,1.9,88.00567102432251,3950
heur048_n_300_m_14666.txt,100,0,100,0.2,0.2,1.0,1,1.9,227.8854329586029,31641
heur052_n_300_m_26628.txt,100,0,100,0.2,0.2,1.0,1,1.9,77.48214602470398,32503
heur053_n_300_m_39861.txt,100,0,100,0.2,0.2,1.0,1,1.9,20.966700077056885,11872
heur055_n_300_m_5164.txt,100,0,100,0.2,0.2,1.0,1,1.9,164.4692509174347,4670
heur058_n_300_m_4010.txt,100,0,100,0.2,0.2,1.0,1,1.9,142.35593605041504,6725
heur060_n_300_m_12405.txt,100,0,100,0.2,0.2,1.0,1,1.9,256.9743790626526,19903
heur041_n_300_m_17492.txt,100,0,100,0.2,0.3,1.0,1,1.9,132.774432182312,7247
heur044_n_300_m_3234.txt,100,0,100,0.2,0.3,1.0,1,1.9,88.13393020629883,4046
heur048_n_300_m_14666.txt,100,0,100,0.2,0.3,1.0,1,1.9,224.4464499950409,30282
heur052_n_300_m_26628.txt,100,0,100,0.2,0.3,1.0,1,1.9,53.0834219455719,31925
heur053_n_300_m_39861.txt,100,0,100,0.2,0.3,1.0,1,1.9,39.468926191329956,11047
heur055_n_300_m_5164.txt,100,0,100,0.2,0.3,1.0,1,1.9,219.9625949859619,4489
heur058_n_300_m_4010.txt,100,0,100,0.2,0.3,1.0,1,1.9,205.5166289806366,5867
heur060_n_300_m_12405.txt,100,0,100,0.2,0.3,1.0,1,1.9,258.99622201919556,18760
heur041_n_300_m_17492.txt,100,0,100,0.2,0.4,1.0,1,1.9,114.77909803390503,6918
heur044_n_300_m_3234.txt,100,0,100,0.2,0.4,1.0,1,1.9,113.72772192955017,3842
heur048_n_300_m_14666.txt,100,0,100,0.2,0.4,1.0,1,1.9,262.4834198951721,29739
heur052_n_300_m_26628.txt,100,0,100,0.2,0.4,1.0,1,1.9,45.90655493736267,32121
heur053_n_300_m_39861.txt,100,0,100,0.2,0.4,1.0,1,1.9,38.367944955825806,11046
heur055_n_300_m_5164.txt,100,0,100,0.2,0.4,1.0,1,1.9,138.98509407043457,4459
heur058_n_300_m_4010.txt,100,0,100,0.2,0.4,1.0,1,1.9,231.91240978240967,5596
heur060_n_300_m_12405.txt,100,0,100,0.2,0.4,1.0,1,1.9,210.61258387565613,18599
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,1.9,82.1615400314331,6822
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,1.9,97.20535111427307,3881
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,1.9,192.25906491279602,29781
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,1.9,38.95358395576477,32643
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.9,33.601179122924805,11054
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.9,102.55308198928833,4413
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.9,126.50496983528137,5786
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.9,222.4454231262207,18663
heur041_n_300_m_17492.txt,100,0,100,0.2,0.6,1.0,1,1.9,83.15141892433167,6741
heur044_n_300_m_3234.txt,100,0,100,0.2,0.6,1.0,1,1.9,89.51385521888733,3798
heur048_n_300_m_14666.txt,100,0,100,0.2,0.6,1.0,1,1.9,129.97166514396667,30070
heur052_n_300_m_26628.txt,100,0,100,0.2,0.6,1.0,1,1.9,34.35520315170288,33233
heur053_n_300_m_39861.txt,100,0,100,0.2,0.6,1.0,1,1.9,23.87720799446106,11058
heur055_n_300_m_5164.txt,100,0,100,0.2,0.6,1.0,1,1.9,162.77055406570435,4399
heur058_n_300_m_4010.txt,100,0,100,0.2,0.6,1.0,1,1.9,198.6585898399353,5559
heur060_n_300_m_12405.txt,100,0,100,0.2,0.6,1.0,1,1.9,232.23077702522278,18428
heur041_n_300_m_17492.txt,100,0,100,0.2,0.7,1.0,1,1.9,59.830775022506714,7260
heur044_n_300_m_3234.txt,100,0,100,0.2,0.7,1.0,1,1.9,60.273236989974976,3832
heur048_n_300_m_14666.txt,100,0,100,0.2,0.7,1.0,1,1.9,158.5240650177002,29682
heur052_n_300_m_26628.txt,100,0,100,0.2,0.7,1.0,1,1.9,39.90648698806763,35724
heur053_n_300_m_39861.txt,100,0,100,0.2,0.7,1.0,1,1.9,19.941967964172363,11058
heur055_n_300_m_5164.txt,100,0,100,0.2,0.7,1.0,1,1.9,104.82758402824402,4210
heur058_n_300_m_4010.txt,100,0,100,0.2,0.7,1.0,1,1.9,190.31248497962952,5695
heur060_n_300_m_12405.txt,100,0,100,0.2,0.7,1.0,1,1.9,188.04186606407166,18406
heur041_n_300_m_17492.txt,100,0,100,0.2,0.8,1.0,1,1.9,84.71195101737976,6737
heur044_n_300_m_3234.txt,100,0,100,0.2,0.8,1.0,1,1.9,108.61781215667725,3490
heur048_n_300_m_14666.txt,100,0,100,0.2,0.8,1.0,1,1.9,142.62239909172058,29642
heur052_n_300_m_26628.txt,100,0,100,0.2,0.8,1.0,1,1.9,39.72667717933655,32103
heur053_n_300_m_39861.txt,100,0,100,0.2,0.8,1.0,1,1.9,20.605186223983765,11059
heur055_n_300_m_5164.txt,100,0,100,0.2,0.8,1.0,1,1.9,127.72065806388855,4311
heur058_n_300_m_4010.txt,100,0,100,0.2,0.8,1.0,1,1.9,254.96070313453674,5478
heur060_n_300_m_12405.txt,100,0,100,0.2,0.8,1.0,1,1.9,194.47662997245789,18474
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,1.9,82.67751502990723,7039
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,1.9,101.25153803825378,3639
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,1.9,156.44083380699158,29737
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,1.9,110.14391899108887,32988
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.9,39.48702383041382,11046
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.9,189.12185502052307,4176
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.9,181.81653118133545,5683
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.9,298.0506942272186,18406
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,2,1.9,76.5902259349823,7006
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,2,1.9,84.25389885902405,3857
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,2,1.9,118.07240104675293,30829
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,2,1.9,39.501835107803345,32749
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,2,1.9,30.183636903762817,11058
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,2,1.9,127.30965805053711,4425
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,2,1.9,250.51841402053833,5473
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,2,1.9,187.62615704536438,18404
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,3,1.9,50.246204137802124,6750
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,3,1.9,76.42594599723816,3940
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,3,1.9,120.26097393035889,30101
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,3,1.9,98.4573450088501,31667
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,3,1.9,15.948065996170044,11058
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,3,1.9,79.68565487861633,4519
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,3,1.9,162.2294418811798,5783
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,3,1.9,147.45411896705627,18659
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,5,1.9,85.05570006370544,6802
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,5,1.9,83.5601589679718,3608
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,5,1.9,144.12266302108765,29798
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,5,1.9,79.46133685112,31902
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,5,1.9,20.289906978607178,11047
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,5,1.9,144.80666995048523,4303
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,5,1.9,249.21693682670593,5712
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,5,1.9,159.20874500274658,18588
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,10,1.9,89.07038116455078,6752
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,10,1.9,126.44579720497131,3622
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,10,1.9,113.26313495635986,30129
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,10,1.9,140.4800090789795,31766
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,10,1.9,23.933655977249146,11046
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,10,1.9,168.6052370071411,4208
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,10,1.9,132.20327806472778,5888
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,10,1.9,217.10707187652588,18469
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,20,1.9,115.81681418418884,6752
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,20,1.9,113.75218915939331,3930
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,20,1.9,130.9194598197937,29583
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,20,1.9,66.6819999217987,31667
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,20,1.9,26.54368281364441,11046
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,20,1.9,129.9720938205719,4230
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,20,1.9,215.82401394844055,5624
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,20,1.9,190.9039409160614,18695
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,50,1.9,96.60435891151428,6950
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,50,1.9,75.55739903450012,3867
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,50,1.9,185.1656630039215,29912
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,50,1.9,108.66636800765991,32499
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,50,1.9,24.664363145828247,11053
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,50,1.9,128.02805399894714,4415
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,50,1.9,170.9569170475006,5669
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,50,1.9,185.26917600631714,18684
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,1.2,89.48644495010376,6835
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,1.2,64.41657090187073,3812
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,1.2,102.47859716415405,30418
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,1.2,23.82341194152832,31743
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.2,18.21251893043518,11054
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.2,194.32526898384094,4775
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.2,304.93470096588135,5669
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.2,275.13121509552,18427
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,1.4,122.74196600914001,7060
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,1.4,143.33142399787903,3719
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,1.4,147.61657214164734,30489
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,1.4,60.12847185134888,31777
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.4,32.07509183883667,11059
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.4,95.96241211891174,4561
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.4,154.90748500823975,6016
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.4,193.65653705596924,18914
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,1.6,122.63456106185913,6738
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,1.6,67.5578510761261,4139
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,1.6,190.82167410850525,29738
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,1.6,58.00602388381958,32120
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.6,38.799822092056274,11046
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.6,88.03047800064087,4605
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.6,219.8058898448944,5785
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.6,229.52186012268066,18450
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,1.8,63.89421606063843,7258
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,1.8,104.12402510643005,3694
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,1.8,148.70484495162964,29986
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,1.8,52.69705295562744,31777
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,1.8,21.413198947906494,11054
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,1.8,144.018541097641,4526
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,1.8,133.45456218719482,5824
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,1.8,223.00568199157715,18423
heur041_n_300_m_17492.txt,100,0,100,0.2,0.5,1.0,1,2.0,93.54118990898132,7218
heur044_n_300_m_3234.txt,100,0,100,0.2,0.5,1.0,1,2.0,81.88407397270203,3799
heur048_n_300_m_14666.txt,100,0,100,0.2,0.5,1.0,1,2.0,202.30343198776245,29711
heur052_n_300_m_26628.txt,100,0,100,0.2,0.5,1.0,1,2.0,64.66311192512512,32313
heur053_n_300_m_39861.txt,100,0,100,0.2,0.5,1.0,1,2.0,21.352811098098755,11058
heur055_n_300_m_5164.txt,100,0,100,0.2,0.5,1.0,1,2.0,115.13594913482666,4612
heur058_n_300_m_4010.txt,100,0,100,0.2,0.5,1.0,1,2.0,197.6705470085144,5931
heur060_n_300_m_12405.txt,100,0,100,0.2,0.5,1.0,1,2.0,151.84019303321838,18674
heur049_n_300_m_17695.txt,300,0,300,0.4,0.4,1.0,10,1.6,195.55383110046387,17596
heur050_n_300_m_19207.txt,300,0,300,0.4,0.4,1.0,10,1.6,316.4316039085388,31411
heur051_n_300_m_20122.txt,300,0,300,0.4,0.4,1.0,10,1.6,136.214781999588,6547
heur049_n_300_m_17695.txt,300,0,300,0.4,0.4,1.0,10,1.6,263.6477539539337,17609
heur050_n_300_m_19207.txt,300,0,300,0.4,0.4,1.0,10,1.6,240.12629199028015,31373
heur051_n_300_m_20122.txt,300,0,300,0.4,0.4,1.0,10,1.6,166.3129210472107,6547
